country,year,pct_spending,trend,nr,govexp,fr,fr1,fr2,er,er1,er2,rr,bbr,bbr1,bbr2,bbr_d,dr,er_nat_basis,er_nat_2lvls,rr_nat_basis,bbr_nat_basis,bbr_nat_2lvls,dr_nat_basis,er_sup_basis,rr_sup_basis,bbr_sup_basis,dr_sup_basis,er_nat_mn,rr_nat_mn,bbr_nat_mn,dr_nat_mn,er_sup_mn,rr_sup_mn,bbr_sup_mn,dr_sup_mn,er_nat_enf,rr_nat_enf,bbr_nat_enf,dr_nat_enf,er_sup_enf,rr_sup_enf,bbr_sup_enf,dr_sup_enf,ceil,ind,ind_mn,frl,reg_gk,ref_gk,gk,debt_ratio,def_ratio,ratio65,five,bailout,gdp,pop,debt,ln_govexp,govexp_growth,ln_gdp,gdp_growth,ln_pop,pop_growth,ln_debt,debt_growth,consultation,inpatient_discharge,inpatient_discharge_mil,length,curative_discharge_mil,occupancy_rate,mand,mand_us,admin,pub_priv_rat,prev,inpat_outpat_rat,LTC,gov_left,CT inpatient,CT outpatient,MRI inpatient,MRI outpatient,Hospital employment-to-bed ratio (FTE),total hospital beds,net disposable income (USD 2010),Out of pocket expenses as % of GDP,Health system,inpat,outpat,HOSPITAL_EXP
Australia,1998,4.903,4.961817872,1,28114.4,1,0,0,0,0,0,1,1,0,0,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,23.754,0.775502505,12.2,0,0,6.22E+11,18608000,1.48E+11,10.24403763,0.078186035,27.15571785,0.050128937,16.73910141,0.009990692,25.71829796,-0.036672592,6.7,,,6.5,,,0,0,772.6,0.32,66.24,0.53,300.19,0,,,,,2.82,77631,457114.3532,1.52,1,679.309,600.48,13914.766
Australia,1999,5.107,5.033294846,1,30413.4,1,1,0,0,0,0,1,1,1,0,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,22.588,2.06877868,12.3,0,0,6.47E+11,18812000,1.46E+11,10.32263851,0.078600883,27.1952095,0.039491653,16.75000572,0.010904312,25.7074585,-0.010839462,6.6,,,6.5,,,0,0,1270.3,0.3,53.4,0.52,302.86,0,,,,,2.86,76612,480241.3263,1.45,1,704.903,643.448,14557.219
Australia,2000,5.199,5.104771821,1,31560.7,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,19.559,-1.076400164,12.4,0,0,6.69E+11,19029000,1.31E+11,10.35966778,0.037029266,27.22848129,0.03327179,16.76147461,0.011468887,25.59674835,-0.110710144,6.4,,,6.3,,,0,0,1295.1,0.32,57.47,0.51,205.54,0,,,,,2.96,76875,489312.9312,1.6,1,704.333,663.816,14844.296
Australia,2001,5.215,5.176248795,1,32875.8,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,17.177,-0.676543826,12.5,0,0,6.86E+11,19275000,1.18E+11,10.40049171,0.040823936,27.25427628,0.025794983,16.7743187,0.012844086,25.49267769,-0.104070663,6.4,,,6.5,,,0,0,1159,0.32,48.3,0.52,215.72,0,,,,,3.13,76209,512315.5758,1.57,1,731.19,683.292,15523.283
Australia,2002,5.413,5.247725769,1,35169.2,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,15.062,0.813892497,12.6,0,0,7.13E+11,19495000,1.07E+11,10.46792603,0.067434311,27.29317665,0.038900375,16.78566933,0.011350632,25.40018082,-0.092496872,6.3,,,6.4,,,0,0,1384.2,0.31,52.78,0.52,226.75,0,,,,,3.15,76653,530126.2046,1.57,1,780.982,712.302,16777.128
Australia,2003,5.372,5.319202744,1,36349.8,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13.208,0.815137573,12.7,0,0,7.35E+11,19721000,97045868627,10.50094414,0.033018112,27.32279778,0.029621124,16.79719543,0.011526108,25.29845047,-0.101730347,6.1,,,6.3,,,0,0,1451.1,0.32,52.78,0.57,261.83,0,,,,,3.22,78240,562995.7792,1.51,1,857.506,648.186,18096.237
Australia,2004,5.54,5.390679718,1,38686.6,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,11.942,1.013960945,12.8,0,0,7.64E+11,19933000,91216070779,10.56324863,0.062304497,27.36160469,0.038806915,16.80788803,0.010692596,25.23649788,-0.061952591,6.1,,,6.3,,,0,0,1589.8,0.32,52.82,0.56,294.85,0,,,,,3.24,79639,581724.4022,1.56,1,891.168,708.403,19416.243
Australia,2005,5.454,5.462156693,1,39225.4,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,10.891,1.680443975,12.9,0,0,7.89E+11,20177000,85885481496,10.57707977,0.013831139,27.39351463,0.031909943,16.8200531,0.01216507,25.17628098,-0.060216904,6.1,,,6.1,15443.8,,0,0,1455.4,0.32,49.98,0.56,303.01,0,,,,,3.42,78715,607076.2209,1.57,1,910.33,713.146,20473.009
Australia,2006,5.453,5.533633667,1,40687.1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,9.959,1.588721568,13,0,0,8.10E+11,20451000,80646995870,10.61366653,0.036586761,27.42004013,0.026525497,16.83354187,0.01348877,25.11334801,-0.062932968,6.2,3361408,16436.4,6.2,15666.8,,0,0,1323.7,0.32,55.11,0.56,311.56,0,,,,,3.5,80331,635238.5438,1.58,1,942.663,727.011,21648.839
Australia,2007,5.584,5.605110641,1,43206.4,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,9.677,0.662596853,13.1,0,0,8.46E+11,20828000,81909006289,10.6737442,0.060077667,27.46429253,0.044252396,16.85180855,0.018266678,25.12887573,0.015527725,6.3,3445244,16541.7,6.2,15757.9,,0,0,1334.5,0.31,67.96,0.56,213.8,7.9,,,,,,,670988.1911,1.53,1,978.161,770.648,23048.304
Australia,2008,5.7,5.676587616,1,44895.9,1,1,1,0,0,0,1,1,1,1,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,11.741,-3.871083603,13.2,0,0,8.68E+11,21249000,1.02E+11,10.71210194,0.038357735,27.48913002,0.024837494,16.87182045,0.020011902,25.3470459,0.218170166,6.5,3503903,16489.6,6,15678.2,,0,0,2185.7,0.31,63.49,0.56,278.51,100,,,,,3.65,81233,698220.7239,1.57,1,973.096,768.06,24958.104
Australia,2009,5.951,5.74806459,1,47808.8,1,1,1,1,0,0,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,16.758,-5.609821738,13.3,0,0,8.82E+11,21692000,1.48E+11,10.77496529,0.06286335,27.50532722,0.016197205,16.89245415,0.020633698,25.71903229,0.371986389,6.6,3613379,16657.9,5.9,15801.5,,0,0,1957.1,0.31,63.52,0.55,349.94,100,,,,,3.72,81838,703168.1052,1.64,1,1012.202,816.978,26450.212
Australia,2010,5.812,5.819541565,1,47798.8,1,1,1,1,1,0,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,20.497,-4.491362219,13.6,0,0,9.02E+11,22032000,1.85E+11,10.77475548,-0.000209808,27.52823257,0.02290535,16.90800667,0.015552521,25.9433403,0.224308014,6.6,3732133,16939.8,5.8,16017.1,,0,0,1533.8,0.31,64.25,0.52,891.02,100,,,,,3.83,83232,752299.3514,1.67,1,875.215,802.543,27494.735
Australia,2011,5.942,5.891018539,1,50727,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,24.243,-4.517566862,13.8,0,0,9.26E+11,22340000,2.25E+11,10.83421326,0.059457779,27.5542717,0.026039124,16.92189026,0.013883591,26.13722992,0.193889618,6.7,3877315,17355.9,5.8,16362.7,,0,0,1700.3,0.31,73.83,0.51,965.05,100,,,,,3.84,84576,795211.2571,1.65,1,886.115,844.334,28755.791
Australia,2012,5.893,5.962495514,1,51900,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,27.858,-2.968676507,14.2,0,0,9.60E+11,22728000,2.67E+11,10.85707378,0.022860527,27.59031868,0.036046982,16.93910789,0.017217636,26.31226921,0.175039291,6.9,3942920,17348.1,5.6,16317.5,,0,0,1531.6,0.32,70.43,0.5,1900.93,100,,,,,3.89,85200,799445.1847,1.74,1,840.509,847.962,28545.902
Australia,2013,5.949,6.033972488,1,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,30.903,-3.07551916,14.4,0,0,9.80E+11,23126000,3.03E+11,,,27.61060524,0.02028656,16.95646858,0.017360687,26.43628883,0.124019623,7.1,4004673,17323.2,5.5,16322.2,,0,0,1749.5,0.32,72.7,0.49,1935.75,71.2,,,,,3.99,86510,807949.2474,1.74,1,848.503,866.808,29510.012
Australia,2014,6.116,6.105449462,1,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,33.881,-2.79815055,14.7,0,0,1.01E+12,23491000,3.41E+11,,,27.63759232,0.026987076,16.97212791,0.015659332,26.55527687,0.118988037,7.3,4100654,17478.8,5.5,16451.5,,0,0,1925.4,0.33,75.3,0.49,2023.48,0,,,,,4.39,89019,806087.6368,1.78,1,878.726,906.551,30656.189
Austria,1985,4.493,5.077735484,2,7829.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14.1,0,0,2.00E+11,7564984,,8.965654373,,26.02172661,,15.83904076,,,,5.5,,,,,,1,1,,0.25,,,,80,,,,,,75168,171771.9403,,2,..,257.129,
Austria,1986,4.576,5.184553726,2,8159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14.2,0,0,2.05E+11,7569794,,9.006876945,0.041222572,26.04447937,0.022752762,15.83967686,0.000636101,,,5.5,,,,,,1,1,,0.25,,,,80.7,,,,,,75032,176156.7067,,2,..,267.149,
Austria,1987,4.79,5.291371969,2,8656.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14.4,0,0,2.07E+11,7574585,,9.066077232,0.059200287,26.05796051,0.01348114,15.84030914,0.000632286,,,5.6,,,,,,1,1,,0.25,,,,48.6,,,,,,74156,179469.4791,,2,..,274.153,
Austria,1988,4.755,5.398190211,2,8875.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.493,,14.6,0,0,2.14E+11,7585317,1.23E+11,9.091072083,0.02499485,26.09038734,0.032426834,15.84172535,0.001416206,25.53688049,,5.8,,,,,,1,1,,0.26,,,,46.7,,,,,,73214,186608.2675,,2,..,291.836,
Austria,1989,4.726,5.505008454,2,9165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.458,,14.8,0,0,2.23E+11,7619566,1.26E+11,9.123147011,0.032074928,26.12852097,0.038133621,15.84622955,0.004504204,25.55684853,0.019968033,5.8,1645669,21597.9,12,20855.8,75.9,1,1,,0.28,,,,46.8,,,,,,72494,193861.6683,,2,..,299.14,
Austria,1990,5.754,5.611826696,2,11643.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.057,,14.8,0,0,2.32E+11,7677850,1.30E+11,9.362528801,0.23938179,26.17106056,0.042539597,15.85385036,0.007620811,25.59225845,0.035409927,5.9,1702028,22168,12.5,21241.6,79.9,1,1,357.5,0.26,31.27,0.64,1782.41,46.7,,,,,,71324,202454.2389,,2,770.798,442.328,
Austria,1991,5.806,5.718644939,2,12151.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.26,,14.9,0,0,2.40E+11,7754890,1.35E+11,9.405216217,0.042687416,26.20489693,0.033836365,15.86383438,0.009984016,25.62971115,0.037452698,5.9,1722118,22206.9,12.1,21296.1,77.8,1,1,369.2,0.26,31.59,0.64,1775.71,47.1,,,,,,70143,208113.7517,,2,807.93,454.642,
Austria,1992,6.063,5.825463181,2,12956.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.153,,14.9,0,0,2.45E+11,7840709,1.38E+11,9.469337463,0.064121246,26.22561646,0.020719528,15.87483978,0.011005402,25.64852715,0.018815994,6,1729862,22062.6,11.9,21204.2,76.7,1,1,523.1,0.25,33.44,0.65,1794.07,50,,,,,,69268,211978.0695,,2,851.901,467.804,
Austria,1993,6.483,5.932281424,2,13925.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.765,,14.9,0,0,2.47E+11,7905632,1.50E+11,9.541498184,0.072160721,26.2308712,0.005254745,15.8830862,0.008246422,25.73271561,0.084188461,6.1,1755415,22204.6,11.6,21305.8,77.2,1,1,533.3,0.25,35.23,0.64,2182.73,50,,,,,,68729,211876.0925,,2,885.168,494.435,
Austria,1994,6.845,6.039099666,2,15056.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.863,,14.9,0,0,2.52E+11,7936117,1.61E+11,9.619578362,0.078080177,26.25460815,0.023736954,15.88693428,0.003848076,25.80617905,0.07346344,6.2,1814810,22867.7,11.2,21946.6,77,1,1,542.6,0.24,37.12,0.64,2795.32,50,,,,,,68218,216968.7223,,2,923.593,519.008,
Austria,1995,6.732,6.145917909,2,15203.8,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,68.017,-6.14789824,15.1,0,0,2.59E+11,7948278,1.76E+11,9.629301071,0.00972271,26.2809391,0.026330948,15.88846588,0.001531601,25.89552498,0.089345932,6.3,1835541,23093.6,11.2,22130.4,79.3,1,1,556.1,0.25,45.9,0.63,2823.53,50,,,,,,67853,221873.6714,,2,911.496,529.809,
Austria,1996,6.676,6.252736151,2,15440.1,1,1,0,0,0,0,0,1,1,0,2,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,67.959,-4.357491994,15.2,0,0,2.65E+11,7959016,1.80E+11,9.644722939,0.015421867,26.30463791,0.023698807,15.88981628,0.001350403,25.91837311,0.022848129,6.3,1865326,23436.6,12.3,22429.2,80,1,1,546.7,0.25,46.09,0.63,2742.09,50,14.07,10.18,4.02,3.52,,67173,226258.5416,,2,938.028,539.572,
Austria,1997,6.796,6.359554394,2,16064,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,63.194,-2.388889408,15.3,0,0,2.72E+11,7968041,1.72E+11,9.684335709,0.03961277,26.32885551,0.024217606,15.89094925,0.001132965,25.86989403,-0.04847908,6.2,1953589,24517.8,10.9,23355.6,73.3,1,1,640.9,0.25,46.74,0.63,2804.31,46.4,15.31,9.91,4.52,4.02,,66480,229282.6918,,2,939.508,548.241,
Austria,1998,6.921,6.466372636,2,16940.3,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,63.606,-2.724362616,15.3,0,0,2.82E+11,7976788,1.79E+11,9.7374506,0.053114891,26.3636322,0.034776688,15.89204597,0.001096725,25.91116905,0.041275024,6.5,2017870,25296.8,10.6,24079.2,76.5,1,1,673,0.25,53.6,0.62,2919.08,46.2,15.8,10.28,4.76,3.76,,65373,237055.493,,2,965.867,581.001,
Austria,1999,7.052,6.573190879,2,17880.7,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,66.426,-2.596880035,15.4,0,0,2.91E+11,7992323,1.93E+11,9.791477203,0.054026604,26.39726448,0.033632278,15.89399242,0.001946449,25.98818207,0.077013016,6.7,2059190,25764.6,10.1,24518.5,75.4,1,1,733.2,0.24,54.2,0.61,3105.58,46.2,16.02,10.01,6.13,4.88,,64594,241402.8133,,2,981.231,619.992,
Austria,2000,6.966,6.680009121,2,18257.4,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,65.864,-2.048578558,15.4,0,0,3.02E+11,8011566,1.99E+11,9.812325478,0.020848274,26.43379402,0.036529541,15.89639664,0.002404213,26.01621437,0.028032303,6.7,2077666,25933.3,9.8,24664.5,74.3,1,1,741.4,0.24,53.84,0.62,3109.41,4.3,16.35,9.74,6.12,4.87,1.99,63674,250716.2907,1.643,2,1007.733,629.609,
Austria,2001,6.966,6.786827364,2,18506.3,1,1,1,0,0,0,0,1,1,1,3,2,0,0,0,3,1,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,66.484,-0.616254712,15.4,0,0,3.06E+11,8042293,2.03E+11,9.825866699,0.013541222,26.44642448,0.012630463,15.90022469,0.003828049,26.03821564,0.022001266,6.7,2095652,26057.9,8.4,25042.3,75.3,1,1,703.2,0.25,57.99,0.62,3099.01,0,16.54,10.07,6.59,5.1,2.01,63114,251202.8936,1.715,2,1037.856,630.659,
